Title,Max Players,Multiplatform?,Online?,Genres,Licensed?,Comp_Time_Main,Review Score,Year,Publishers
Facebreaker,2,True,True,Sports,True,-100.0,53,2008,Unknown
MLB Power Pros 2008,2,True,True,Sports,True,-100.0,83,2008,2K
Mushroom Men: The Spore Wars,2,True,True,Action,True,3.0,72,2008,Unknown
Dragon Quest V: Hand of the Heavenly Bride,1,True,True,Role-Playing (RPG),True,30.0,84,2008,SquareEnix
Ninjatown,1,True,True,Strategy,True,14.0,80,2008,Unknown
Super Dodgeball Brawlers,1,True,True,Action,True,0.68,65,2008,Unknown
Dokapon Kingdom,1,True,True,Role-Playing (RPG),True,25.0,72,2008,Unknown
Alone in the Dark,1,True,True,Action,True,6.0,58,2008,Atari
NBA 09: The Inside,4,True,True,Sports,True,-100.0,63,2008,Sony
Sega Superstars Tennis,4,True,True,Sports,True,8.0,67,2008,Sega
Baja: Edge of Control,4,True,True,Racing / Driving,True,-100.0,65,2008,THQ
Destroy All Humans! Big Willy Unleashed,2,True,True,Adventure,True,4.5,53,2008,THQ
Space Invaders Extreme,1,True,True,Action,True,-100.0,85,2008,SquareEnix
Ultimate Band,1,True,True,Action,True,-100.0,69,2008,Disney
The Club,4,True,True,Action,True,4.5,72,2008,Sega
Madagascar: Escape 2 Africa,4,True,True,Action,True,6.0,58,2008,Activision
NBA Ballers: Chosen One,4,True,True,Sports,True,-100.0,54,2008,Midway
Dream Pinball 3D,4,True,True,Simulation,True,-100.0,54,2008,Unknown
Madagascar: Escape 2 Africa,4,True,True,Action,True,6.0,62,2008,Activision
Pro Evolution Soccer 2008,2,True,True,Sports,True,-100.0,83,2008,Konami
Avalon Code,1,True,True,Action,True,21.97,71,2008,Unknown
Disgaea DS,1,True,True,Role-Playing (RPG),True,42.72,82,2008,Unknown
Guitar Rock Tour,1,True,True,Simulation,True,-100.0,60,2008,Unknown
Lost in Blue 3,1,True,True,Role-Playing (RPG),True,-100.0,59,2008,Konami
Syberia,1,True,True,Adventure,True,9.75,52,2008,Unknown
Afrika,1,True,True,Adventure,True,24.0,63,2008,Sony
NFL Head Coach 09,1,True,True,Simulation,True,-100.0,64,2008,EA
NHL 2K9,1,True,True,Sports,True,-100.0,70,2008,2K
Brothers in Arms: Double Time,1,True,True,Action,True,-100.0,45,2008,Ubisoft
ObsCure: The Aftermath,1,True,True,Action,True,7.77,53,2008,Unknown
MotoGP 08,1,True,True,Racing / Driving,True,-100.0,68,2008,Unknown
NFL Head Coach 09,1,True,True,Simulation,True,-100.0,67,2008,EA
NFL Tour,1,True,True,Action,True,-100.0,49,2008,EA
Pinball Hall of Fame: The Williams Collection,4,True,True,Simulation,True,20.0,78,2008,Unknown
Baja: Edge of Control,4,True,True,Racing / Driving,True,-100.0,61,2008,THQ
NFL Tour,4,True,True,Action,True,-100.0,45,2008,EA
Wall-E,4,True,True,Action,True,6.72,51,2008,THQ
Ninja Reflex,4,True,True,Action,True,4.0,49,2008,EA
Conflict: Denied Ops,4,True,True,Action,True,5.58,52,2008,Eidos
Top Spin 3,4,True,True,Sports,True,-100.0,78,2008,2K
Blitz: The League II,2,True,True,Action,True,20.0,62,2008,Midway
Hellboy: The Science of Evil,2,True,True,Action,True,-100.0,47,2008,Konami
Castlevania Judgment,2,True,True,Action,True,6.0,49,2008,Konami
Death Jr. II: Root of Evil,2,True,True,Action,True,6.02,71,2008,Eidos
Raiden IV,2,True,True,Action,True,0.8300000000000001,63,2008,Unknown
Metal Slug 7,1,True,True,Action,True,0.98,70,2008,Unknown
Spider-Man: Web of Shadows,1,True,True,Action,True,11.0,77,2008,Activision
Trauma Center: Under The Knife 2,1,True,True,Action,True,10.53,79,2008,Unknown
Fracture,1,True,True,Action,True,7.0,62,2008,Unknown
Alone in the Dark,1,True,True,Action,True,6.0,39,2008,Atari
Final Fantasy Fables: Chocobo's Dungeon,1,True,True,Action,True,21.17,76,2008,SquareEnix
The King of Fighters Collection: The Orochi Saga,1,True,True,Action,True,-100.0,70,2008,Unknown
Klonoa: Door to Phantomile,1,True,True,Action,True,4.0,77,2008,Namco
Samurai Warriors: Katana,1,True,True,Action,True,-100.0,53,2008,Unknown
Battle of the Bands,2,True,True,Action,True,-100.0,58,2008,THQ
Hellboy: The Science of Evil,2,True,True,Action,True,-100.0,44,2008,Konami
Dragon Ball: Origins,1,True,True,Action,True,10.52,78,2008,Atari
Ninja Reflex,1,True,True,Action,True,4.0,54,2008,EA
Space Bust-A-Move,1,True,True,Strategy,True,1.0,71,2008,SquareEnix
Top Spin 3,1,True,True,Sports,True,-100.0,75,2008,2K
UEFA Euro 2008,7,True,True,Sports,True,-100.0,79,2008,EA
"Blast Works: Build, Trade, Destroy",4,True,True,Action,True,-100.0,78,2008,Unknown
FIFA Street 3,4,True,True,Sports,True,5.0,63,2008,EA
Blitz: The League II,2,True,True,Action,True,20.0,68,2008,Midway
Space Chimps,2,True,True,Action,True,-100.0,57,2008,Unknown
The Spiderwick Chronicles,2,True,True,Action,True,4.0,59,2008,Unknown
Etrian Odyssey II: Heroes of Lagaard,1,True,True,Role-Playing (RPG),True,45.0,82,2008,Unknown
Line Rider 2: Unbound,1,True,True,Simulation,True,-100.0,59,2008,Unknown
The King of Fighters Collection: The Orochi Saga,1,True,True,Action,True,-100.0,61,2008,Unknown
Target: Terror,1,True,True,Action,True,-100.0,33,2008,Konami
Legendary,1,True,True,Action,True,5.0,47,2008,Atari
Universe at War: Earth Assault,1,True,True,Action,True,16.0,66,2008,Sega
Smash Court Tennis 3,4,True,True,Simulation,True,-100.0,55,2008,Atari
Code Lyoko: Fall of X.A.N.A,1,True,True,Action,True,15.15,51,2008,Unknown
Knights in the Nightmare,1,True,True,Role-Playing (RPG),True,28.55,76,2008,Unknown
Lock's Quest,1,True,True,Action,True,15.0,80,2008,THQ
Master of the Monster Lair,1,True,True,Role-Playing (RPG),True,-100.0,63,2008,Unknown
N+,1,True,True,Action,True,16.5,82,2008,Atari
Pipe Mania,1,True,True,Strategy,True,-100.0,71,2008,Unknown
The Spiderwick Chronicles,1,True,True,Role-Playing (RPG),True,4.0,60,2008,Unknown
Summon Night: Twin Age,1,True,True,Role-Playing (RPG),True,15.0,73,2008,Unknown
Wild Arms XF,1,True,True,Role-Playing (RPG),True,50.9,64,2008,Unknown
FIFA Street 3,1,True,True,Sports,True,5.0,63,2008,EA
MotoGP 08,1,True,True,Racing / Driving,True,-100.0,65,2008,Unknown
Harvey Birdman: Attorney at Law,1,True,True,Adventure,True,3.75,60,2008,Capcom
Let's Tap,1,True,True,Simulation,True,-100.0,70,2008,Sega
NHL 2K9,1,True,True,Sports,True,-100.0,65,2008,2K
Conflict: Denied Ops,4,True,True,Action,True,5.58,51,2008,Eidos
Worms: A Space Oddity,4,True,True,Action,True,-100.0,64,2008,THQ
UEFA Euro 2008,4,True,True,Sports,True,-100.0,80,2008,EA
Overlord: Raising Hell,2,True,True,Action,True,8.5,72,2008,Unknown
Battle Fantasia,2,True,True,Action,True,1.05,71,2008,Unknown
Bangai-O Spirits,1,True,True,Action,True,8.0,83,2008,Unknown
Dungeon Explorer: Warriors of Ancient Arts,1,True,True,Action,True,7.83,60,2008,Unknown
From the Abyss,1,True,True,Action,True,5.13,60,2008,Unknown
New International Track & Field,1,True,True,Action,True,-100.0,73,2008,Konami
Soul Bubbles,1,True,True,Strategy,True,6.0,78,2008,Eidos
Tropix!,1,True,True,Action,True,-100.0,59,2008,Unknown
Unsolved Crimes,1,True,True,Action,True,-100.0,66,2008,Unknown
Zubo,1,True,True,Adventure,True,-100.0,75,2008,EA
Ford Racing Off Road,1,True,True,Racing / Driving,True,-100.0,47,2008,Unknown
Harvey Birdman: Attorney at Law,1,True,True,Adventure,True,3.75,62,2008,Capcom
Secret Agent Clank,1,True,True,Action,True,7.5,72,2008,Sony
Space Invaders Extreme,1,True,True,Action,True,-100.0,84,2008,SquareEnix
Armored Core: For Answer,1,True,True,Action,True,9.93,62,2008,Ubisoft
Legendary,1,True,True,Action,True,5.0,50,2008,Atari
Agatha Christie: Evil Under the Sun,1,True,True,Adventure,True,9.25,46,2008,Unknown
Agatha Christie: And Then There Were None,1,True,True,Adventure,True,7.5,50,2008,Unknown
Armored Core: For Answer,1,True,True,Action,True,9.93,64,2008,Ubisoft
Cradle of Rome,1,True,True,Strategy,True,-100.0,63,2008,Unknown
The Dark Spire,1,True,True,Adventure,True,27.92,69,2008,Unknown
"Flower, Sun and Rain",1,True,True,Adventure,True,8.0,54,2008,Unknown
Insecticide,1,True,True,Action,True,3.7,55,2008,Unknown
Izuna 2: The Unemployed Ninja Returns,1,True,True,Role-Playing (RPG),True,13.25,65,2008,Unknown
Looney Tunes: Cartoon Conductor,1,True,True,Action,True,4.0,67,2008,Eidos
Nanostray 2,1,True,True,Action,True,3.0,75,2008,Unknown
Hellboy: The Science of Evil,1,True,True,Action,True,-100.0,42,2008,Konami
Pipe Mania,1,True,True,Strategy,True,-100.0,74,2008,Unknown
UEFA Euro 2008,1,True,True,Sports,True,-100.0,68,2008,EA
Vampire Rain,1,True,True,Action,True,10.5,30,2008,Unknown
Baroque,1,True,True,Action,True,7.78,50,2008,Unknown
Supreme Commander,1,True,True,Strategy,True,19.0,56,2008,Unknown
Hail to the Chimp,4,True,True,Action,True,-100.0,52,2008,Unknown
Assassin's Creed: Altar's Chronicles,1,True,True,Action,True,5.0,58,2008,Ubisoft
The Legend of Kage 2,1,True,True,Action,True,3.33,70,2008,SquareEnix
Rhapsody: A Musical Adventure,1,True,True,Role-Playing (RPG),True,9.13,67,2008,Unknown
Secret Files: Tunguska,1,True,True,Adventure,True,8.72,71,2008,Unknown
Fading Shadows,1,True,True,Action,True,-100.0,62,2008,Unknown
Hail to the Chimp,1,True,True,Action,True,-100.0,51,2008,Unknown
Secret Files: Tunguska,2,True,True,Adventure,True,8.72,64,2008,Unknown
Chicken Hunter,1,True,True,Action,True,-100.0,39,2008,Unknown
